,EMPLOYEE #,satisfaction_level,last_evaluation
1073,7129,0.45,0.54
1074,7130,0.86,0.83
1075,7131,0.74,0.89
1076,7135,0.09,0.79
1077,7137,0.8,0.95
1078,7141,0.46,0.53
1079,7144,0.86,0.95
1080,7160,0.86,0.95
1081,7166,0.9,0.91
1082,7183,0.87,0.88
1083,79966,0.83,0.94
1084,93715,0.77,0.83
1085,7194,0.77,1.0
1086,7195,0.9,0.86
1087,65689,0.73,0.92
1088,7207,0.91,0.9
1089,7210,0.36,0.53
1090,65790,0.38,0.54
1091,7226,0.44,0.46
1092,7234,0.73,1.0
1093,65802,0.89,0.91
1094,7241,0.11,0.77
1095,7242,0.1,0.77
1096,66502,0.37,0.46
1097,7264,0.38,0.48
1098,7265,0.42,0.48
1099,7267,0.44,0.46
1100,7281,0.11,0.83
1101,7286,0.09,0.97
1102,7295,0.43,0.47
1103,99106,0.38,0.52
1104,7303,0.11,0.89
1105,7309,0.37,0.49
1106,7316,0.44,0.57
1107,7323,0.72,0.82
1108,7327,0.1,0.91
1109,7330,0.73,0.86
1110,7335,0.09,0.82
1111,7339,0.44,0.46
1112,7341,0.09,0.82
1113,7345,0.1,0.87
1114,7348,0.11,0.86
1115,7352,0.42,0.46
1116,68128,0.09,0.85
1117,7362,0.72,0.88
1118,68437,0.75,0.97
1119,7368,0.44,0.5
1120,7382,0.11,0.91
1121,7385,0.38,0.47
1122,69297,0.39,0.57
1123,69970,0.1,0.9
1124,7402,0.43,0.52
1125,7406,0.39,0.57
1126,7415,0.88,0.87
1127,7417,0.1,0.85
1128,7419,0.1,0.89
1129,7422,0.11,0.93
1130,71411,0.37,0.47
1131,7441,0.37,0.48
1132,7442,0.77,0.87
1133,7447,0.91,0.94
1134,7449,0.46,0.51
1135,7452,0.11,0.87
1136,7455,0.86,0.91
1137,7456,0.87,0.88
1138,7463,0.09,0.92
1139,7473,0.42,0.46
1140,7477,0.82,0.83
1141,7479,0.46,0.48
1142,71855,0.88,1.0
1143,7487,0.1,0.91
1144,73164,0.43,0.45
1145,7490,0.37,0.49
1146,7491,0.8,0.95
1147,7503,0.83,0.95
1148,7504,0.39,0.57
1149,7507,0.77,0.92
1150,7518,0.43,0.46
1151,7519,0.79,0.96
1152,7527,0.39,0.55
1153,7529,0.1,0.88
1154,7531,0.39,0.53
1155,7532,0.11,0.89
1156,7534,0.4,0.51
1157,7535,0.42,0.52
1158,7552,0.57,0.85
1159,7555,0.11,0.95
1160,73515,0.36,0.73
1161,7594,0.11,0.94
1162,7595,0.35,0.8
1163,1357,0.78,0.99
1164,7600,0.11,0.93
1165,7613,0.1,0.96
1166,74221,0.42,0.54
1167,74837,0.43,0.5
1168,7616,0.79,0.84
1169,7617,0.45,0.45
1170,7623,0.09,0.91
1171,7627,0.11,0.91
1172,7631,0.45,0.49
1173,7635,0.11,0.91
1174,7640,0.09,0.8
1175,7648,0.78,0.71
1176,7651,0.38,0.5
1177,75075,0.82,0.82
1178,7662,0.85,0.89
1179,7663,0.45,0.46
1180,7664,0.77,0.89
1181,76275,0.39,0.5
1182,77128,0.91,0.9
1183,7686,0.11,0.77
1184,7705,0.46,0.45
1185,7708,0.43,0.49
1186,7711,0.11,0.96
1187,7722,0.1,0.93
1188,77185,0.09,0.8
1189,7727,0.36,0.51
1190,7735,0.11,0.89
1191,77285,0.09,0.77
1192,7749,0.44,0.51
1193,7750,0.73,0.97
1194,7759,0.21,0.58
1195,7760,0.8,0.85
1196,78952,0.37,0.55
1197,7768,0.79,0.96
1198,7773,0.09,0.8
1199,7775,0.75,0.74
1200,7777,0.83,1.0
1201,7781,0.1,0.77
1202,7787,0.44,0.55
1203,7804,0.42,0.97
1204,7805,0.43,0.56
1205,7806,0.09,0.84
1206,7821,0.44,0.53
1207,7840,0.81,0.98
1208,7855,0.1,0.79
1209,7856,0.1,0.93
1210,7858,0.11,0.83
1211,79306,0.09,0.77
1212,80192,0.75,0.83
1213,7886,0.38,0.55
1214,7890,0.09,0.87
1215,80214,0.74,0.97
1216,7897,0.44,0.56
1217,7903,0.76,0.95
1218,7906,0.42,0.56
1219,7914,0.75,1.0
1220,7915,0.36,0.52
1221,7916,0.75,0.93
1222,7935,0.4,0.46
1223,7938,0.75,0.89
1224,7942,0.09,0.84
1225,7943,0.39,0.46
1226,7948,0.4,0.48
1227,7949,0.39,0.54
1228,7955,0.1,0.85
1229,7956,0.42,0.55
1230,7963,0.37,0.52
1231,7964,0.11,0.98
1232,7965,0.09,0.88
1233,7973,0.41,0.54
1234,7978,0.42,0.49
1235,7984,0.4,0.49
1236,80767,0.36,0.47
1237,7991,0.74,0.9
1238,80793,0.66,1.0
1239,7999,0.38,0.47
1240,80916,0.43,0.51
1241,8003,0.43,0.53
1242,8007,0.1,0.85
1243,81755,0.82,0.85
1244,8013,0.1,0.77
1245,2480,0.1,0.93
1246,8025,0.43,0.49
1247,8028,0.09,0.94
1248,8032,0.41,0.54
1249,8037,0.1,0.82
1250,84506,0.88,0.92
1251,8040,0.43,0.57
1252,8046,0.42,0.5
1253,8052,0.85,1.0
1254,8054,0.38,0.49
1255,8057,0.39,0.47
1256,84626,0.41,0.48
1257,8064,0.88,0.92
1258,8076,0.78,0.96
1259,8081,0.45,0.48
1260,8090,0.09,0.95
1261,8093,0.44,0.56
1262,8099,0.11,0.84
1263,8100,0.36,0.51
1264,8103,0.86,0.98
1265,8108,0.1,0.92
1266,84657,0.45,0.53
1267,8111,0.42,0.53
1268,87223,0.36,0.55
1269,8145,0.45,0.55
1270,8179,0.38,0.57
1271,87428,0.11,0.97
1272,8202,0.45,0.46
1273,8206,0.87,0.95
1274,88976,0.45,0.53
1275,8217,0.1,0.83
1276,8224,0.44,0.54
1277,8225,0.78,1.0
1278,8238,0.38,0.56
1279,8244,0.85,0.84
1280,8245,0.36,0.48
1281,8252,0.75,0.88
1282,8255,0.81,0.81
1283,89502,0.4,0.55
1284,8259,0.83,0.83
1285,8262,0.41,0.52
1286,90157,0.42,0.57
1287,8269,0.09,0.83
1288,91927,0.87,0.81
1289,8274,0.43,0.56
1290,8277,0.39,0.51
1291,8287,0.1,0.9
1292,8289,0.41,0.52
1293,8292,0.72,1.0
1294,8294,0.44,0.55
1295,8302,0.38,0.5
1296,92383,0.46,0.52
1297,92790,0.4,0.49
1298,8314,0.45,0.45
1299,8316,0.89,0.89
1300,93378,0.1,0.97
1301,8323,0.46,0.48
1302,93678,0.09,0.78
1303,8330,0.45,0.57
1304,8335,0.89,0.98
1305,8352,0.62,0.77
1306,8360,0.11,0.93
1307,95037,0.44,0.5
1308,8369,0.09,0.94
1309,8373,0.56,0.75
1310,8376,0.77,0.89
1311,8388,0.39,0.49
1312,8398,0.1,0.92
1313,8404,0.72,0.85
1314,95807,0.4,0.52
1315,8407,0.11,0.81
1316,95919,0.88,1.0
1317,8421,0.37,0.51
1318,97081,0.11,0.96
1319,8431,0.4,0.52
1320,8434,0.1,0.86
1321,8451,0.62,0.89
1322,8454,0.78,0.86
1323,8017,0.37,0.52
1324,8465,0.76,0.82
1325,97462,0.42,0.53
1326,97593,0.1,0.77
1327,8472,0.42,0.47
1328,9539,0.1,0.96
1329,8485,0.1,0.81
1330,8491,0.42,0.47
1331,31766,0.09,0.86
1332,8496,0.1,0.8
1333,2082,0.11,0.89
1334,8513,0.44,0.53
1335,8519,0.87,0.9
1336,2249,0.44,0.46
1337,8546,0.41,0.56
1338,8552,0.51,0.79
1339,8553,0.89,0.96
1340,8558,0.1,0.96
1341,8562,0.9,0.94
1342,8565,0.36,0.55
1343,3241,0.44,0.54
1344,8581,0.39,0.57
1345,3418,0.38,1.0
1346,8593,0.73,0.95
1347,4757,0.1,0.96
1348,8601,0.89,0.83
1349,8605,0.87,0.85
1350,4766,0.84,0.89
1351,8612,0.11,0.77
1352,8613,0.74,1.0
1353,8616,0.79,0.97
1354,5180,0.1,0.92
1355,8639,0.83,0.95
1356,8640,0.1,0.79
1357,8643,0.45,0.5
1358,8651,0.29,0.48
1359,8654,0.46,0.46
1360,5278,0.11,0.83
1361,8661,0.75,0.89
1362,8662,0.4,0.5
1363,5765,0.37,0.46
1364,8698,0.41,0.52
1365,8709,0.1,0.83
1366,6183,0.39,0.52
1367,8717,0.4,0.45
1368,8725,0.41,0.52
1369,8726,0.11,0.89
1370,8729,0.74,0.99
1371,6339,0.42,0.46
1372,7725,0.88,0.88
1373,8750,0.37,0.53
1374,8769,0.78,0.81
1375,8771,0.46,0.5
1376,8775,0.74,1.0
1377,9014,0.11,0.86
1378,8793,0.8,0.87
1379,8795,0.37,0.48
1380,8801,0.87,0.92
1381,89099,0.9,0.84
1382,9244,0.1,0.88
1383,8823,0.43,0.46
1384,9676,0.11,0.91
1385,8850,0.4,0.46
1386,8852,0.09,0.93
1387,8853,0.4,0.5
1388,8854,0.14,0.7
1389,8858,0.4,0.49
1390,8860,0.11,0.79
1391,8879,0.72,1.0
1392,8890,0.39,0.57
1393,8893,0.82,0.93
1394,9800,0.41,0.52
1395,8909,0.45,0.51
1396,8915,0.2,0.7
1397,8918,0.43,0.53
1398,8921,0.39,0.55
1399,8927,0.11,0.86
1400,10253,0.45,0.47
1401,8948,0.11,0.87
1402,11182,0.84,0.86
1403,8951,0.86,0.96
1404,8956,0.79,0.93
1405,8959,0.39,0.57
1406,8962,0.15,0.62
1407,8963,0.81,1.0
1408,8972,0.39,0.53
1409,8973,0.92,0.94
1410,8974,0.9,0.98
1411,8984,0.32,0.6
1412,8987,0.46,0.46
1413,8991,0.83,0.98
1414,11290,0.39,0.47
1415,9021,0.2,0.9
1416,9023,0.11,0.85
1417,9025,0.11,0.96
1418,9037,0.1,0.95
1419,9039,0.75,0.87
1420,9046,0.44,0.57
1421,12315,0.86,0.93
1422,9052,0.1,0.82
1423,9056,0.39,0.49
1424,9062,0.45,0.48
1425,9067,0.1,0.94
1426,9071,0.36,0.55
1427,9072,0.57,0.61
1428,9079,0.09,0.87
1429,12326,0.87,0.91
1430,9091,0.43,0.52
1431,9098,0.36,0.5
1432,9101,0.91,0.99
1433,12360,0.41,0.48
1434,12437,0.37,0.52
1435,92146,0.43,0.45
1436,9118,0.43,0.57
1437,9128,0.4,0.53
1438,9138,0.1,0.89
1439,9139,0.76,0.99
1440,9141,0.82,0.93
1441,9144,0.11,0.83
1442,9148,0.43,0.52
1443,9150,0.11,0.88
1444,9164,0.41,0.48
1445,9167,0.73,0.87
1446,9171,0.37,0.57
1447,9180,0.11,0.89
1448,9181,0.46,0.52
1449,9185,0.41,0.5
1450,9194,0.78,0.78
1451,9196,0.78,0.86
1452,13433,0.72,0.86
1453,14662,0.63,0.83
1454,9209,0.55,1.0
1455,9213,0.45,0.55
1456,9218,0.39,0.51
1457,9226,0.1,0.81
1458,14669,0.4,0.5
1459,9230,0.39,0.54
1460,9234,0.78,0.45
1461,9237,0.42,0.53
1462,9238,0.39,0.54
1463,9242,0.46,0.57
1464,14817,0.1,0.92
1465,9249,0.45,0.47
1466,9257,0.1,0.83
1467,9259,0.1,0.89
1468,16358,0.78,0.86
1469,16782,0.4,0.65
1470,19438,0.45,0.51
1471,9285,0.39,0.56
1472,9325,0.43,0.48
1473,20611,0.09,0.96
1474,9336,0.79,0.86
1475,20785,0.44,0.47
1476,9350,0.79,0.95
1477,9352,0.38,0.46
1478,9353,0.36,0.56
1479,9358,0.39,0.57
1480,9367,0.09,0.93
1481,5186,0.16,0.65
1482,22434,0.09,0.77
1483,9380,0.11,0.87
1484,9388,0.44,0.56
1485,9389,0.11,0.88
1486,23942,0.11,0.97
1487,9399,0.45,0.52
1488,9402,0.1,0.96
1489,9405,0.4,0.46
1490,9412,0.38,0.55
1491,9421,0.39,0.56
1492,9425,0.38,0.55
1493,9426,0.38,0.45
1494,9437,0.17,0.75
1495,9441,0.79,0.84
1496,24042,0.1,0.85
1497,9454,0.37,0.48
1498,9458,0.42,0.49
1499,9462,0.44,0.48
1500,26115,0.11,0.83
1501,9471,0.39,0.48
1502,9473,0.1,0.83
1503,9475,0.4,0.46
1504,9476,0.86,0.91
1505,9484,0.37,0.46
1506,9493,0.4,0.51
1507,27691,0.43,0.48
1508,30349,0.88,0.88
1509,9502,0.44,0.52
1510,9506,0.87,1.0
1511,9507,0.4,0.46
1512,9519,0.45,0.52
1513,30573,0.84,0.93
1514,9522,0.1,0.68
1515,9529,0.72,0.99
1516,9534,0.4,0.5
1517,9537,0.45,0.5
1518,25580,0.89,0.98
1519,31074,0.4,0.55
1520,9544,0.38,0.53
1521,9554,0.38,0.47
1522,9556,0.1,0.82
1523,9561,0.42,0.48
1524,9564,0.74,0.86
1525,33222,0.1,0.8
1526,9580,0.82,0.9
1527,33586,0.38,0.55
1528,9588,0.41,0.56
1529,9612,0.4,0.47
1530,9614,0.83,0.98
1531,9617,0.36,0.57
1532,9625,0.75,0.98
1533,9629,0.44,0.53
1534,9646,0.1,0.94
1535,9651,0.39,0.52
1536,9675,0.09,0.84
1537,37349,0.4,0.57
1538,9677,0.41,0.54
1539,9678,0.83,0.92
1540,9682,0.42,0.47
1541,9705,0.61,0.46
1542,9706,0.44,0.52
1543,9713,0.77,0.81
1544,9716,0.81,0.95
1545,9725,0.1,0.78
1546,9740,0.73,0.84
1547,37503,0.09,0.83
1548,9753,0.9,0.99
1549,38368,0.88,1.0
1550,9756,0.09,0.87
1551,9758,0.4,0.56
1552,9761,0.17,0.55
1553,9762,0.82,0.82
1554,9767,0.9,0.83
1555,9777,0.83,0.92
1556,9779,0.44,0.5
1557,9781,0.5,0.85
1558,9783,0.14,0.61
1559,9787,0.77,0.82
1560,9790,0.09,0.83
1561,9793,0.11,0.88
1562,9794,0.44,0.57
1563,9799,0.43,0.52
1564,38376,0.12,0.8
1565,39824,0.1,0.86
1566,9805,0.1,0.96
1567,9811,0.4,0.48
1568,9814,0.41,0.47
1569,9815,0.37,0.48
1570,40781,0.4,0.48
1571,9848,0.74,0.96
1572,9849,0.39,0.48
1573,27109,0.11,0.9
1574,9853,0.36,0.51
1575,9854,0.8,0.83
1576,9860,0.6,0.85
1577,9864,0.36,0.54
1578,9871,0.1,0.96
1579,41326,0.65,0.86
1580,9887,0.49,0.73
1581,9893,0.73,0.96
1582,41734,0.11,0.8
1583,9900,0.73,0.91
1584,9905,0.43,0.46
1585,9908,0.73,0.93
1586,9909,0.76,0.85
1587,9913,0.09,0.96
1588,42185,,0.81
1589,9934,0.1,0.81
1590,9945,0.43,0.48
1591,9948,0.41,0.55
1592,9952,0.41,0.57
1593,9954,0.1,0.87
1594,43033,0.4,0.46
1595,43293,0.4,0.53
1596,43377,0.36,0.48
1597,10004,0.83,0.95
1598,10007,0.83,0.94
1599,10008,0.41,0.51
1600,10009,0.11,0.93
1601,10013,0.68,0.62
1602,10020,0.43,0.53
1603,10023,0.44,0.51
1604,44324,0.87,0.94
1605,10036,0.43,0.54
1606,10041,0.89,0.48
1607,10044,0.83,0.88
1608,10047,0.11,0.87
1609,10053,0.85,1.0
1610,10056,0.89,0.97
1611,10057,0.09,0.92
1612,10059,0.43,0.55
1613,45163,0.42,0.46
1614,45388,0.43,0.54
1615,10070,0.1,0.93
1616,10074,0.37,0.46
1617,10075,0.76,0.98
1618,28323,0.88,0.89
1619,10092,0.39,0.48
1620,46251,0.45,0.54
1621,10095,0.91,0.95
1622,10100,0.86,0.85
1623,46536,0.39,0.53
1624,48433,0.89,1.0
1625,50560,0.11,0.86
1626,10148,0.1,0.87
1627,10160,0.38,0.57
1628,10181,0.4,0.54
1629,10182,0.86,0.97
1630,50943,0.1,0.86
1631,51313,0.1,0.85
1632,10195,0.42,0.5
1633,10208,0.36,0.46
1634,10218,0.39,0.48
1635,10219,0.43,0.47
1636,10222,0.36,0.49
1637,10224,0.09,0.91
1638,52277,0.42,0.55
1639,10241,0.42,0.46
1640,10243,0.91,0.89
1641,10247,0.41,0.56
1642,10248,0.11,0.78
1643,10251,0.09,0.83
1644,56025,0.83,1.0
1645,10258,0.11,0.78
1646,10259,0.1,0.93
1647,10266,0.42,0.55
1648,10268,0.1,0.97
1649,10271,0.38,0.51
1650,10276,0.77,0.98
1651,10277,0.11,0.85
1652,10285,0.87,0.97
1653,56430,0.1,0.88
1654,10306,0.1,0.89
1655,57022,0.09,0.9
1656,10309,0.84,0.85
1657,10312,0.11,0.86
1658,10317,0.81,0.97
1659,38847,0.77,0.85
1660,60325,0.42,0.47
1661,10337,0.36,0.56
1662,10341,0.81,0.83
1663,10343,0.37,0.46
1664,10350,0.1,0.96
1665,60626,0.14,0.55
1666,10385,0.41,0.51
1667,61390,0.44,0.55
1668,10392,0.82,0.94
1669,10395,0.67,0.54
1670,10411,0.44,0.57
1671,61835,0.42,0.54
1672,61845,0.84,0.83
1673,10440,0.86,1.0
1674,10449,0.56,0.86
1675,10452,0.09,0.93
1676,10460,0.1,0.81
1677,63542,0.39,0.54
1678,10473,0.75,0.89
1679,10476,0.43,0.55
1680,10478,0.09,0.96
1681,10484,0.83,0.94
1682,10486,0.59,1.0
1683,10494,0.44,0.54
1684,64292,0.38,0.49
1685,10502,0.76,0.98
1686,64343,0.22,0.86
1687,10506,0.4,0.46
1688,65402,0.41,0.48
1689,10527,0.38,0.51
1690,10530,0.45,0.68
1691,10543,0.39,0.56
1692,10546,0.45,0.47
1693,10549,0.42,0.53
1694,10551,0.1,0.87
1695,10555,0.78,0.96
1696,65505,0.39,0.56
1697,10562,0.1,0.87
1698,10565,0.1,0.8
1699,66389,0.43,0.46
1700,10571,0.38,0.45
1701,68971,0.09,0.77
1702,10575,0.39,0.53
1703,10586,0.73,0.99
1704,10593,0.38,0.49
1705,10595,0.1,0.91
1706,10600,0.41,0.54
1707,10602,0.43,0.51
1708,10608,0.79,0.96
1709,10622,0.1,0.81
1710,10625,0.11,0.97
1711,10626,0.42,0.5
1712,10632,0.36,0.51
1713,69126,0.63,0.93
1714,10642,0.41,0.56
1715,10645,0.36,0.46
1716,10646,0.1,0.9
1717,10655,0.11,0.96
1718,10656,0.44,0.54
1719,10658,0.77,0.96
1720,10662,0.91,1.0
1721,10669,0.26,0.46
1722,10673,0.81,0.93
1723,10675,0.11,0.87
1724,10677,0.92,0.89
1725,10707,0.1,0.86
1726,10710,0.45,0.51
1727,69968,0.11,0.94
1728,10745,0.23,0.7
1729,10747,0.86,0.95
1730,10750,0.44,0.55
1731,10754,0.41,0.56
1732,10755,0.84,0.97
1733,10758,0.42,0.52
1734,2461,0.11,0.88
1735,10778,0.38,0.46
1736,10782,0.11,0.96
1737,10783,0.1,0.83
1738,10792,0.86,0.88
1739,72132,0.91,1.0
1740,10812,0.37,0.53
1741,10818,0.46,0.5
1742,10819,0.1,0.89
1743,10831,0.37,0.46
1744,72318,0.4,0.48
1745,10843,0.09,0.78
1746,10845,0.11,0.89
1747,10862,0.39,0.48
1748,10864,0.89,0.96
1749,12124,0.09,0.91
1750,10868,0.88,0.97
1751,10874,0.11,0.9
1752,10877,0.1,0.95
1753,10881,0.91,1.0
1754,75522,0.44,0.52
1755,10909,0.63,0.76
1756,10922,0.1,0.87
1757,10925,0.36,0.51
1758,10931,0.45,0.51
1759,10935,0.73,1.0
1760,10939,0.37,0.55
1761,75550,0.09,0.85
1762,10960,0.41,0.71
1763,10962,0.72,1.0
1764,10966,0.36,0.54
1765,10969,0.9,1.0
1766,10973,0.44,0.56
1767,10975,0.78,0.95
1768,10987,0.37,0.52
1769,75625,0.4,0.47
1770,11019,0.84,1.0
1771,11022,0.09,0.86
1772,11027,0.83,0.93
1773,11031,0.11,0.87
1774,11032,0.37,0.5
1775,11047,0.09,0.93
1776,11050,0.43,0.47
1777,11053,0.39,0.56
1778,11054,0.85,0.9
1779,11055,0.38,0.52
1780,11056,0.76,0.84
1781,11058,0.44,0.51
1782,75945,0.73,1.0
1783,11061,0.43,0.53
1784,11062,0.43,0.51
1785,11068,0.09,0.96
1786,11075,0.43,0.53
1787,11083,0.45,0.57
1788,11087,0.42,0.48
1789,11090,0.41,0.46
1790,11091,0.44,0.55
1791,76425,0.09,0.92
1792,11099,0.41,0.51
1793,11102,0.43,0.51
1794,11105,0.38,0.51
1795,11117,0.85,0.96
1796,77335,0.88,0.91
1797,11126,0.44,0.46
1798,11128,0.11,0.92
1799,77617,0.38,0.5
1800,11137,0.09,0.78
1801,11151,0.11,0.79
1802,11153,0.11,0.88
1803,11158,0.44,0.48
1804,11167,0.38,0.51
1805,11173,0.1,0.87
1806,11179,0.45,0.57
1807,80010,0.11,0.94
1808,11191,0.36,0.48
1809,11192,0.72,0.95
1810,11195,0.43,0.48
1811,11203,0.45,0.5
1812,11214,0.4,0.53
1813,11223,0.1,0.81
1814,11230,0.83,0.93
1815,11232,0.11,0.8
1816,11235,0.43,0.5
1817,11239,0.38,0.5
1818,11241,0.83,1.0
1819,11242,0.11,0.82
1820,11262,0.43,0.52
1821,11264,0.11,0.88
1822,11267,0.43,0.46
1823,11268,0.1,0.89
1824,11274,0.44,0.51
1825,80842,0.82,0.91
1826,11281,0.1,0.86
1827,11283,0.1,0.95
1828,11285,0.3,0.89
1829,11289,0.1,0.93
1830,80961,0.39,0.5
1831,11293,0.14,0.47
1832,11298,0.82,0.92
1833,11321,0.1,0.85
1834,11324,0.09,0.9
1835,11356,0.54,0.83
1836,83547,0.61,0.58
1837,11363,0.1,0.79
1838,84106,0.1,0.9
1839,11397,0.36,0.49
1840,11405,0.1,0.97
1841,11411,0.84,1.0
1842,11418,0.38,0.51
1843,11424,0.41,0.49
1844,11425,0.37,0.51
1845,84794,0.43,0.56
1846,11428,0.46,0.53
1847,11441,0.09,0.84
1848,11442,0.78,0.86
1849,85998,0.45,0.53
1850,11452,0.42,0.47
1851,11455,0.46,0.53
1852,11462,0.39,0.49
1853,11477,0.36,0.51
1854,11481,0.43,0.53
1855,11485,0.85,0.87
1856,11488,0.11,0.92
1857,11493,0.11,0.9
1858,11496,0.38,0.47
1859,56902,0.43,0.57
1860,11502,0.75,1.0
1861,89894,0.11,0.92
1862,11511,0.1,0.9
1863,11512,0.1,0.81
1864,11522,0.37,0.5
1865,11526,0.11,0.93
1866,11528,0.45,0.46
1867,11534,0.44,0.48
1868,11535,0.44,0.56
1869,90415,0.11,0.77
1870,11538,0.79,0.93
1871,11543,0.8,0.9
1872,11553,0.1,0.87
1873,11555,0.09,0.93
1874,92812,0.7,0.84
1875,11561,0.72,0.84
1876,11563,0.11,0.8
1877,11579,0.39,0.51
1878,11580,0.4,0.49
1879,11584,0.43,0.54
1880,11586,0.76,0.87
1881,11589,0.4,0.48
1882,94258,0.09,0.89
1883,11591,0.37,0.54
1884,94442,0.87,0.91
1885,94699,0.1,0.86
1886,11597,0.11,0.86
1887,11601,0.43,0.5
1888,11609,0.1,0.81
1889,11612,0.11,0.95
1890,94874,0.85,0.87
1891,11623,0.37,0.49
1892,11627,0.44,0.52
1893,11628,0.1,0.83
1894,11638,0.11,0.89
1895,11639,0.87,0.88
1896,11647,0.39,0.49
1897,11656,0.1,0.94
1898,11665,0.44,0.53
1899,11673,0.4,0.49
1900,11674,0.76,0.98
1901,11677,0.46,0.55
1902,11705,0.9,0.92
1903,11718,0.85,0.87
1904,11723,0.1,0.78
1905,11726,0.43,0.49
1906,95583,0.2,0.5
1907,11748,0.81,0.92
1908,95890,0.83,0.85
1909,11757,0.14,0.75
1910,11758,0.1,0.84
1911,97328,0.91,0.98
1912,11768,0.37,0.57
1913,11770,0.42,0.57
1914,11774,0.39,0.68
1915,11775,0.39,0.54
1916,11778,0.44,0.52
1917,11793,0.37,0.45
1918,11794,0.39,0.53
1919,11802,0.72,0.94
1920,11816,0.37,0.49
1921,11826,0.82,0.94
1922,11829,0.42,0.52
1923,11831,0.59,1.0
1924,11844,0.82,0.86
1925,11848,0.73,0.97
1926,11856,0.78,0.66
1927,11861,0.09,0.95
1928,11863,0.1,0.97
1929,11866,0.45,0.46
1930,3111,0.83,0.81
1931,11872,0.43,0.51
1932,11881,0.4,0.47
1933,11884,0.43,0.46
1934,11895,0.78,
1935,11898,0.39,0.45
1936,11902,0.11,0.97
1937,11904,0.36,0.52
1938,11912,0.36,0.54
1939,11923,0.1,0.79
1940,61097,0.4,0.47
1941,11935,0.81,0.85
1942,11954,0.4,0.47
1943,11965,0.09,0.93
1944,11968,0.76,0.89
1945,11974,0.73,0.93
1946,11983,0.38,0.49
1947,11987,0.72,0.84
1948,11988,0.4,0.56
1949,11990,0.91,0.99
1950,11991,0.85,0.85
1951,11993,0.9,0.7
1952,12001,0.46,0.55
1953,12004,0.43,0.57
1954,12006,0.89,0.88
1955,4276,0.09,0.81
1956,12009,0.4,0.48
1957,12010,0.76,0.83
1958,12011,0.4,0.57
1959,12020,0.37,0.48
1960,12034,0.37,0.53
1961,12060,0.11,0.96
1962,12062,0.37,0.52
1963,12064,0.09,0.89
1964,12067,0.88,0.86
1965,7425,0.84,0.94
1966,12078,0.1,0.98
1967,12085,0.41,0.47
1968,12090,0.84,0.91
1969,12093,0.41,0.55
1970,12095,0.53,0.76
1971,12097,0.42,0.47
1972,12098,0.36,0.5
1973,12102,0.38,0.52
1974,12105,0.36,0.48
1975,12116,0.46,0.54
1976,17945,0.37,0.47
1977,12125,0.42,0.49
1978,12139,0.44,0.56
1979,12144,0.92,0.82
1980,12145,0.1,0.79
1981,12146,0.76,1.0
1982,12156,0.11,0.79
1983,12164,0.43,0.48
1984,12166,0.4,0.49
1985,12167,0.11,0.84
1986,12170,0.84,0.82
1987,12193,0.84,0.84
1988,8308,0.51,0.6
1989,12205,0.66,0.91
1990,12206,0.42,0.56
1991,36488,0.38,0.49
1992,12210,0.15,0.63
1993,12216,0.38,0.53
1994,12218,0.43,0.54
1995,9851,0.37,0.57
1996,12225,0.11,0.92
1997,10885,0.41,0.53
1998,11934,0.84,0.96
1999,62047,0.4,0.51
2000,12261,0.58,0.74
2001,12264,0.82,0.67
2002,12807,0.45,0.69
2003,12923,0.78,0.82
2004,12270,0.49,0.6
2005,12274,0.36,0.95
2006,12275,0.54,0.37
2007,13751,0.99,0.91
2008,12293,0.5,0.75
2009,12299,0.74,0.64
2010,12300,0.56,0.58
2011,12307,0.34,0.39
2012,14461,0.48,0.94
2013,15364,0.73,0.62
2014,12325,0.59,0.87
2015,16314,0.81,0.57
2016,18753,0.9,0.66
2017,19295,0.41,0.84
2018,12337,0.89,0.92
2019,12343,0.48,0.84
2020,12344,0.79,0.97
2021,12348,0.98,0.66
2022,12351,0.75,0.7
2023,12352,1.0,0.41
2024,20449,0.24,0.82
2025,12367,0.84,0.43
2026,21896,0.56,0.86
2027,12383,0.92,0.93
2028,12388,0.61,0.98
2029,24353,0.84,0.77
2030,26215,0.85,0.59
2031,27127,0.67,0.57
2032,12412,0.54,0.94
2033,12416,0.75,0.56
2034,12417,0.82,0.79
2035,12432,0.76,0.6
2036,29718,0.19,0.53
2037,12446,0.61,0.41
2038,12458,0.51,0.8
2039,12461,0.52,0.88
2040,12471,0.74,0.58
2041,12484,0.98,0.91
2042,12502,0.71,0.92
2043,30223,0.33,0.88
2044,12507,0.98,0.97
2045,12514,0.52,0.59
2046,12517,0.84,0.65
2047,12518,0.87,0.5
2048,12523,0.48,0.85
2049,12528,0.58,0.55
2050,12534,0.58,0.84
2051,12536,0.73,0.69
2052,12558,0.68,0.54
2053,31058,0.41,0.68
2054,12564,0.85,0.6
2055,12574,0.54,0.7
2056,12577,0.81,0.61
2057,31119,0.7,0.52
2058,12588,0.63,0.66
2059,12590,0.68,0.54
2060,12603,0.7,0.53
2061,12610,0.82,0.65
2062,12618,0.72,0.94
2063,72636,0.77,0.78
2064,12626,0.86,0.91
2065,12627,0.15,0.97
2066,12641,0.81,0.99
2067,76111,0.93,0.98
2068,12645,0.62,0.74
2069,12652,0.53,0.81
2070,31621,0.86,0.99
