,empid,projid,duration,tenure,safety,churn,advancement,department,salary
619,4521,5,268,2,0,0,0,technical,low
620,4534,2,198,4,0,0,0,support,low
621,4546,3,141,3,0,0,0,technical,medium
622,4552,3,182,2,0,0,0,technical,low
623,4568,3,140,2,1,0,0,sales,low
624,4573,3,210,2,0,0,0,support,medium
625,4587,2,150,3,0,1,0,support,low
626,4588,5,267,2,0,0,0,technical,medium
627,1707,3,105,3,0,0,0,sales,medium
628,2823,3,188,4,0,0,0,product_mng,medium
629,4595,6,123,2,1,0,0,technical,low
630,4598,3,227,2,0,0,0,RandD,high
631,4601,2,123,3,0,1,0,IT,low
632,5413,3,211,2,0,0,0,marketing,medium
633,4614,4,284,2,0,0,0,sales,medium
634,4615,5,240,3,0,0,0,technical,medium
635,4617,3,149,2,0,0,0,accounting,low
636,4624,4,160,3,0,0,0,IT,medium
637,4625,3,186,3,0,0,0,sales,medium
638,4633,5,145,3,1,0,0,technical,medium
639,4645,2,127,3,0,1,0,support,medium
640,4646,3,245,2,0,0,0,sales,medium
641,4647,3,142,3,0,0,0,sales,low
642,4651,3,182,2,0,0,0,technical,low
643,5556,2,140,3,0,1,0,technical,low
644,4656,4,247,4,0,0,0,technical,medium
645,4657,3,181,2,0,0,0,sales,low
646,5572,6,266,4,0,1,0,technical,low
647,4671,3,262,2,0,0,0,marketing,low
648,95594,4,240,2,0,0,0,marketing,medium
649,4683,4,173,3,0,0,0,support,low
650,4686,5,102,3,0,0,0,sales,medium
651,4700,2,146,3,0,1,0,product_mng,low
652,4701,5,263,3,0,0,0,technical,medium
653,7868,4,139,2,0,0,0,sales,low
654,4710,7,310,4,0,1,0,management,low
655,4721,5,247,4,0,0,0,management,medium
656,4723,3,143,4,0,0,0,technical,medium
657,4736,3,213,3,1,0,0,sales,medium
658,4738,6,300,5,0,1,0,sales,low
659,4746,3,225,5,0,0,0,support,medium
660,4754,4,210,3,0,0,0,technical,high
661,8821,4,249,7,0,0,0,sales,medium
662,4758,5,221,5,0,1,0,support,low
663,10101,2,134,3,0,1,0,technical,low
664,4765,3,159,3,0,0,0,technical,low
665,10635,2,278,2,1,0,0,sales,low
666,4767,3,136,3,0,0,0,support,medium
667,4775,4,165,3,0,0,0,sales,low
668,4806,4,159,4,0,0,0,support,medium
669,4822,4,140,2,0,0,0,support,low
670,4823,2,127,3,0,1,0,sales,low
671,4824,5,260,3,0,0,0,RandD,high
672,4837,7,305,4,0,1,0,technical,low
673,4838,2,160,3,0,1,0,hr,medium
674,4839,6,145,3,1,0,0,product_mng,low
675,4840,2,170,3,0,1,0,sales,medium
676,4841,5,168,8,0,0,0,sales,low
677,4845,5,274,3,0,0,0,RandD,medium
678,4849,2,191,3,0,0,0,sales,low
679,4853,3,237,2,0,0,0,RandD,medium
680,4868,5,272,7,0,0,0,marketing,medium
681,4871,2,149,3,0,1,0,sales,medium
682,4882,2,156,3,0,1,0,hr,low
683,4884,3,173,2,0,0,0,product_mng,low
684,4885,4,106,2,1,0,0,RandD,low
685,4889,5,142,3,0,0,0,sales,low
686,4908,4,232,6,0,1,0,support,medium
687,4916,3,212,3,1,0,0,marketing,high
688,4928,3,135,2,0,0,0,technical,medium
689,4934,5,212,3,1,0,0,technical,medium
690,14116,3,195,8,1,0,0,sales,high
691,4945,3,201,2,0,0,0,support,low
692,4958,5,261,3,0,0,0,support,medium
693,4959,5,133,3,0,0,0,technical,medium
694,4969,2,138,3,0,1,0,product_mng,medium
695,4974,3,129,3,0,0,0,technical,medium
696,4979,4,251,4,0,0,0,accounting,low
697,4980,4,213,4,0,0,0,product_mng,medium
698,4981,2,158,3,0,1,0,management,low
699,16102,5,193,4,0,0,0,marketing,medium
700,4996,6,219,4,1,0,0,RandD,medium
701,5008,2,166,3,0,0,0,management,low
702,5014,2,135,3,0,1,0,sales,low
703,5015,4,177,2,1,0,0,support,medium
704,5017,4,152,7,0,0,0,sales,low
705,5019,2,127,3,1,1,0,sales,medium
706,5035,6,296,4,0,1,0,sales,low
707,5044,2,256,3,0,1,0,sales,medium
708,5049,3,273,3,0,0,0,sales,medium
709,5052,2,147,3,0,1,0,accounting,low
710,5055,4,253,6,0,1,0,marketing,low
711,5060,4,249,3,0,0,0,IT,low
712,5063,2,152,3,0,1,0,support,low
713,5066,5,241,5,0,1,0,IT,low
714,5077,3,166,10,0,0,1,accounting,high
715,5080,4,174,3,0,0,0,marketing,low
716,5085,4,166,3,0,0,0,technical,low
717,5089,3,261,6,0,1,0,accounting,medium
718,5091,5,254,2,1,0,0,sales,high
719,5092,5,260,2,0,0,0,product_mng,low
720,5096,4,238,3,0,0,0,sales,high
721,17912,3,166,2,0,0,0,support,medium
722,5103,4,203,4,0,0,0,technical,medium
723,18531,4,256,8,0,0,1,management,high
724,5112,2,233,2,0,0,0,hr,medium
725,5136,2,136,3,0,1,0,hr,low
726,5138,4,119,2,0,0,0,technical,medium
727,5143,3,202,3,0,0,0,support,medium
728,5147,4,224,3,0,0,0,sales,medium
729,5149,4,170,2,0,0,0,technical,low
730,5152,3,180,4,0,0,0,sales,medium
731,5167,3,273,10,0,0,0,IT,high
732,5169,3,227,2,0,0,0,product_mng,high
733,5177,5,253,3,0,0,1,support,medium
734,19661,5,248,5,0,1,0,technical,low
735,20715,3,213,3,0,0,0,management,medium
736,5182,4,201,3,0,0,0,IT,medium
737,5183,2,148,4,0,0,0,technical,low
738,99770,3,160,2,0,0,0,sales,low
739,24446,6,146,4,1,0,0,technical,medium
740,24553,4,241,6,0,0,0,support,low
741,5215,3,145,3,0,0,0,sales,medium
742,5218,2,178,3,0,1,0,support,low
743,5225,4,209,2,0,0,0,accounting,low
744,5227,2,135,3,0,1,0,technical,low
745,5230,2,128,3,0,1,0,support,medium
746,5235,2,149,3,0,1,0,hr,medium
747,5237,5,257,2,0,0,0,management,medium
748,5241,3,248,3,0,0,0,sales,medium
749,5256,4,204,2,0,0,0,sales,low
750,5258,2,146,3,0,1,0,accounting,low
751,5259,5,241,5,0,1,0,technical,low
752,5263,3,197,3,1,0,0,product_mng,medium
753,5265,4,236,3,1,0,0,product_mng,medium
754,5275,3,193,2,0,0,0,IT,high
755,24876,4,202,2,0,0,0,sales,medium
756,5279,4,184,2,0,0,0,technical,medium
757,5284,3,175,2,0,0,0,sales,medium
758,5292,5,155,3,0,0,0,sales,medium
759,5297,3,242,3,0,0,0,sales,low
760,5301,4,195,3,0,0,0,hr,medium
761,5303,4,150,3,1,0,0,sales,low
762,26638,6,268,4,0,1,0,RandD,medium
763,5307,4,243,5,0,1,0,accounting,medium
764,5312,4,192,4,0,0,0,technical,medium
765,5313,3,147,4,0,0,0,RandD,medium
766,5317,4,273,3,0,0,0,support,medium
767,5321,3,241,2,0,0,0,accounting,low
768,5337,3,222,3,0,0,0,sales,medium
769,5343,4,165,3,1,0,0,technical,low
770,5362,3,208,3,0,0,0,technical,low
771,5384,3,97,3,0,0,0,sales,low
772,5389,4,203,3,0,0,0,support,medium
773,5397,3,268,5,1,0,0,technical,low
774,5398,4,231,4,0,0,0,sales,medium
775,27094,6,134,3,0,0,0,product_mng,low
776,5404,5,178,4,0,0,0,product_mng,medium
777,27277,2,128,3,0,1,0,technical,low
778,5416,3,167,3,1,0,0,sales,high
779,5417,2,129,3,0,1,0,sales,medium
780,5439,2,156,3,0,0,0,accounting,medium
781,5458,5,204,5,0,1,0,RandD,medium
782,27966,4,213,2,0,0,0,sales,medium
783,30077,3,205,3,0,0,0,sales,medium
784,5471,4,234,4,1,0,0,technical,low
785,5477,2,238,2,0,0,0,support,medium
786,5483,6,270,4,0,1,0,accounting,medium
787,5489,5,257,5,0,1,0,technical,low
788,30753,2,139,3,1,0,0,product_mng,medium
789,5510,2,132,8,0,0,0,IT,low
790,5513,3,161,3,0,0,0,support,medium
791,31809,4,209,8,0,0,0,sales,low
792,5538,3,198,4,0,0,0,support,low
793,13245,4,183,3,0,0,0,technical,medium
794,5542,3,252,3,1,0,0,technical,low
795,5543,4,208,2,0,0,0,sales,low
796,5551,7,245,4,0,1,0,IT,low
797,32681,2,153,3,0,1,0,sales,medium
798,34840,5,181,6,0,0,0,sales,low
799,5567,3,140,3,0,0,0,accounting,high
800,35277,3,242,3,0,0,0,RandD,high
801,5577,3,176,3,1,0,0,sales,low
802,5580,4,202,4,0,0,0,product_mng,low
803,5593,2,136,3,0,1,0,hr,low
804,5595,5,156,4,0,0,0,sales,medium
805,5609,3,290,4,0,1,0,sales,low
806,5621,3,180,3,1,0,0,RandD,low
807,36819,5,242,2,0,0,0,sales,medium
808,5636,4,166,3,1,0,0,IT,medium
809,5641,4,273,5,0,1,0,sales,high
810,5642,3,245,2,0,0,0,management,low
811,5649,3,189,2,0,0,0,accounting,low
812,5650,4,144,3,0,0,0,sales,low
813,5658,3,175,2,0,0,0,technical,low
814,37263,4,137,3,0,0,0,technical,medium
815,5662,3,146,6,0,0,0,sales,medium
816,5666,5,108,3,0,0,0,management,high
817,5668,2,186,3,0,0,0,sales,high
818,5670,4,252,3,0,1,0,sales,low
819,5681,2,160,3,0,0,0,technical,low
820,37430,5,186,3,0,0,0,accounting,medium
821,5700,4,172,4,0,0,0,sales,low
822,5707,2,155,3,0,1,0,sales,medium
823,5713,4,126,2,0,0,0,IT,high
824,5724,4,228,2,1,0,0,product_mng,medium
825,27848,3,173,3,0,0,0,sales,low
826,5734,3,149,2,0,0,0,sales,low
827,5737,3,234,3,0,0,0,sales,low
828,38007,6,192,2,0,0,0,sales,medium
829,5747,2,143,3,0,1,0,support,low
830,5754,2,158,3,0,1,0,IT,low
831,5757,5,152,2,0,0,0,sales,low
832,39770,4,233,3,0,0,0,marketing,low
833,5771,4,195,3,0,0,0,technical,medium
834,5772,2,138,4,0,1,0,IT,low
835,39878,6,257,4,0,1,0,technical,low
836,5783,3,220,2,1,0,0,support,low
837,5800,2,138,3,0,1,0,hr,medium
838,5801,3,191,2,1,0,0,technical,medium
839,5802,5,277,5,0,1,0,sales,low
840,5803,4,271,2,0,0,0,support,medium
841,41254,4,257,3,0,0,0,technical,medium
842,5832,4,153,5,0,0,0,IT,low
843,5833,4,263,5,0,0,0,sales,high
844,5842,2,141,3,0,1,0,sales,low
845,5844,6,183,2,0,0,0,product_mng,low
846,5847,3,195,3,0,0,0,technical,low
847,5851,4,250,2,0,0,0,sales,low
848,5863,3,244,4,0,0,0,support,low
849,5867,2,145,3,0,1,0,hr,low
850,5868,4,116,3,0,0,0,technical,low
851,5870,2,152,3,0,1,0,IT,low
852,5884,3,180,4,0,0,0,sales,low
853,5895,4,258,4,0,0,0,technical,medium
854,5900,5,268,3,0,0,0,technical,medium
855,5902,2,149,3,0,1,0,IT,low
856,5907,2,188,3,0,0,0,technical,low
857,5912,6,267,4,0,1,0,hr,medium
858,5913,2,151,3,0,1,0,product_mng,medium
859,5914,3,201,2,0,0,0,hr,low
860,5922,3,184,7,1,0,0,sales,medium
861,5925,3,177,3,0,0,0,IT,medium
862,5926,2,160,3,0,1,0,technical,low
863,5929,3,182,3,0,0,0,marketing,high
864,5947,5,263,3,0,0,0,product_mng,low
865,5958,4,196,4,0,0,0,support,medium
866,5961,3,272,4,0,0,0,sales,low
867,41844,4,202,4,0,0,0,sales,low
868,5985,3,248,2,1,0,0,accounting,low
869,5989,6,239,3,0,0,0,product_mng,low
870,6005,6,146,2,0,0,0,IT,medium
871,6016,6,173,3,1,0,0,support,medium
872,6020,2,178,2,1,0,0,marketing,low
873,6025,4,165,4,0,0,0,RandD,low
874,6039,4,272,3,0,0,0,sales,medium
875,6061,3,242,8,0,0,0,RandD,low
876,6067,5,261,3,0,0,0,RandD,low
877,6070,3,213,3,0,0,0,technical,low
878,6081,3,244,6,0,0,0,IT,medium
879,42679,6,288,4,0,1,0,IT,medium
880,6090,4,279,3,1,0,0,technical,medium
881,6094,2,154,3,0,1,0,sales,medium
882,6103,6,155,3,0,0,0,marketing,low
883,6104,3,166,2,1,0,0,hr,low
884,6105,4,166,3,0,0,0,product_mng,low
885,6115,6,264,4,0,1,0,sales,low
886,6142,4,221,4,0,0,0,sales,low
887,6159,3,267,3,0,0,0,technical,low
888,6160,4,256,3,0,0,0,support,low
889,6162,3,212,2,1,0,0,sales,medium
890,6163,4,250,2,1,0,0,support,low
891,6173,3,160,2,0,0,0,sales,low
892,43615,4,197,4,0,0,0,management,medium
893,6185,4,246,2,0,0,0,sales,low
894,6187,5,251,5,0,1,0,accounting,medium
895,6199,6,271,4,0,1,0,sales,medium
896,6210,4,234,3,0,0,0,accounting,low
897,6211,5,240,6,1,1,0,support,medium
898,6212,3,257,3,0,0,0,sales,medium
899,6213,4,195,3,0,0,0,sales,medium
900,6229,4,220,5,0,1,0,hr,low
901,6236,4,179,4,0,0,0,accounting,medium
902,6242,2,147,3,0,1,0,technical,medium
903,6243,4,196,3,0,0,0,technical,medium
904,6246,6,134,2,0,0,0,management,medium
905,43782,2,167,2,0,0,0,support,medium
906,6250,3,235,3,0,0,0,sales,medium
907,6261,3,153,3,1,0,0,product_mng,low
908,6275,5,166,6,0,0,0,sales,low
909,45840,2,224,4,0,0,0,IT,medium
910,6284,5,208,2,0,0,0,sales,low
911,6290,6,222,2,0,0,0,sales,medium
912,6294,3,260,3,1,0,0,hr,low
913,6295,3,216,3,0,0,0,sales,high
914,6300,2,135,3,0,1,0,management,low
915,6312,5,222,10,0,0,0,product_mng,low
916,6317,5,264,3,0,0,0,technical,medium
917,6318,5,260,5,0,1,0,product_mng,low
918,6319,3,165,2,0,0,0,sales,low
919,6322,3,240,3,1,0,0,product_mng,medium
920,6323,2,130,3,0,1,0,sales,medium
921,46052,3,156,2,0,0,0,product_mng,low
922,6328,7,309,4,0,1,0,technical,low
923,6332,4,258,4,0,0,0,marketing,low
924,46303,6,228,3,0,0,0,sales,medium
925,6342,3,141,3,0,0,0,sales,low
926,6343,3,274,3,1,0,0,sales,medium
927,6351,4,245,3,0,0,0,sales,medium
928,6355,5,255,6,0,1,0,product_mng,low
929,6360,2,146,3,1,1,0,sales,low
930,6370,3,265,3,0,0,0,sales,high
931,6379,3,189,3,0,0,0,hr,medium
932,6381,5,255,4,0,0,0,accounting,low
933,6383,5,221,2,0,0,0,sales,medium
934,46375,3,196,3,0,0,0,RandD,medium
935,6402,3,202,3,0,0,0,sales,medium
936,6407,2,151,3,0,1,0,sales,low
937,47485,3,243,3,0,0,0,sales,medium
938,6415,2,159,3,0,1,0,marketing,high
939,6417,6,152,3,1,1,0,product_mng,medium
940,6421,2,155,4,0,1,0,sales,medium
941,6429,3,195,4,0,0,0,product_mng,low
942,6444,4,134,3,0,0,0,IT,medium
943,6446,3,197,4,0,0,0,technical,low
944,6448,4,266,5,0,1,0,support,low
945,6452,4,213,3,0,0,0,sales,medium
946,6454,3,158,5,0,0,0,sales,medium
947,6456,2,110,2,0,0,0,RandD,medium
948,6465,5,198,2,0,0,0,RandD,medium
949,6476,4,156,2,0,0,0,sales,high
950,6479,5,239,5,1,1,0,marketing,low
951,47862,3,274,4,0,0,0,support,medium
952,47885,3,199,8,0,0,0,technical,low
953,6499,3,140,3,0,0,0,accounting,low
954,6511,5,213,3,1,0,0,sales,medium
955,6512,3,142,3,0,0,0,sales,medium
956,6534,2,271,2,0,0,0,technical,low
957,6540,2,127,3,0,1,0,sales,low
958,6544,2,126,3,0,1,0,sales,low
959,48256,6,282,5,0,1,0,support,low
960,6559,3,182,2,1,0,0,product_mng,low
961,6564,2,228,2,0,0,0,technical,low
962,6576,2,141,4,0,0,0,product_mng,medium
963,6577,2,204,3,0,0,0,sales,medium
964,6590,4,172,2,1,0,0,RandD,medium
965,6604,2,154,3,0,1,0,product_mng,low
966,6607,2,156,3,1,0,0,sales,low
967,6608,6,220,6,0,0,0,RandD,low
968,6617,2,173,5,0,0,0,support,medium
969,48293,4,156,5,0,0,0,product_mng,medium
970,6637,4,243,2,0,0,0,technical,medium
971,6638,4,156,3,1,0,0,product_mng,medium
972,6642,3,150,3,0,0,0,product_mng,medium
973,6646,4,251,6,0,1,0,sales,low
974,6647,4,98,3,0,0,0,support,medium
975,6648,7,214,4,1,1,0,sales,low
976,6658,4,130,3,0,0,0,technical,low
977,6662,5,161,3,0,0,0,product_mng,medium
978,6665,5,235,3,0,0,0,sales,low
979,6668,3,153,3,1,0,1,marketing,medium
980,6673,2,230,2,0,0,0,management,medium
981,48335,5,270,6,1,0,0,IT,medium
982,6676,5,171,3,0,0,0,technical,medium
983,6686,3,142,4,0,0,0,technical,low
984,6706,4,197,2,0,0,0,support,medium
985,6707,7,293,4,0,1,0,sales,medium
986,6716,5,235,4,0,0,0,sales,medium
987,6721,4,220,3,1,0,0,accounting,high
988,6723,5,245,4,0,0,0,sales,low
989,6737,2,265,4,1,0,0,sales,medium
990,6750,5,169,3,0,0,0,accounting,medium
991,6753,4,175,2,1,0,0,technical,medium
992,6768,2,238,6,0,0,0,product_mng,medium
993,48586,4,131,3,0,0,0,management,medium
994,6773,3,239,3,0,0,1,RandD,medium
995,6776,5,152,3,0,0,0,IT,low
996,6778,2,275,2,0,0,0,sales,low
997,6779,6,284,4,0,0,0,product_mng,low
998,6780,4,253,3,0,0,0,technical,low
999,6785,4,177,3,0,0,0,support,low
1000,6792,6,271,5,0,1,0,technical,medium
1001,6807,6,218,3,0,0,0,technical,medium
1002,48835,6,224,5,0,1,0,sales,low
1003,49083,2,214,3,0,0,0,marketing,medium
1004,6824,5,264,5,0,1,0,accounting,high
1005,6827,4,200,10,0,0,0,sales,medium
1006,6832,5,194,10,0,0,0,sales,medium
1007,50204,4,274,2,0,0,0,technical,medium
1008,6835,4,257,6,0,1,0,sales,low
1009,50971,5,147,3,1,0,0,product_mng,high
1010,51144,3,224,6,0,0,0,support,medium
1011,6843,3,109,2,0,0,0,sales,medium
1012,31557,5,214,2,1,0,0,product_mng,low
1013,52732,4,158,2,0,0,0,sales,low
1014,6854,2,141,3,0,1,0,sales,low
1015,56373,3,162,3,1,0,0,sales,low
1016,6862,3,147,3,0,0,0,support,medium
1017,56767,4,181,3,0,0,0,marketing,medium
1018,58910,3,225,2,0,0,0,sales,medium
1019,59058,5,143,4,0,0,0,sales,low
1020,6875,5,155,3,0,0,0,sales,medium
1021,6878,5,254,5,0,1,0,IT,medium
1022,6884,6,225,4,0,0,0,sales,medium
1023,6885,3,235,10,0,0,0,sales,low
1024,6896,4,125,3,1,0,0,RandD,low
1025,6898,3,173,3,0,0,0,product_mng,low
1026,6902,2,147,3,0,1,0,accounting,medium
1027,60825,4,175,4,0,0,0,hr,low
1028,6927,5,181,3,0,0,0,RandD,medium
1029,6933,4,208,4,0,0,0,RandD,medium
1030,6934,4,191,3,0,0,0,IT,medium
1031,6939,5,266,2,0,0,0,IT,medium
1032,6941,4,160,4,0,0,0,IT,medium
1033,6948,3,155,2,0,0,0,RandD,medium
1034,6955,3,143,4,0,0,0,IT,medium
1035,6958,5,269,5,0,1,0,technical,low
1036,6959,2,147,2,1,0,0,accounting,low
1037,61720,6,190,6,0,0,0,IT,medium
1038,61979,2,205,2,0,0,0,support,high
1039,6967,3,178,2,0,0,0,technical,medium
1040,6975,5,268,3,0,0,0,hr,medium
1041,6992,4,253,2,0,0,0,hr,low
1042,6993,4,249,2,0,0,0,technical,medium
1043,6998,3,256,3,0,0,0,accounting,low
1044,7006,3,170,3,0,0,0,technical,medium
1045,35810,5,274,5,0,1,0,technical,low
1046,7012,3,186,3,0,0,0,accounting,medium
1047,7017,4,263,5,0,1,0,accounting,medium
1048,7021,2,160,3,0,0,0,product_mng,low
1049,62769,5,283,5,0,1,0,sales,low
1050,7028,3,248,3,0,0,0,support,low
1051,7031,6,217,5,0,0,0,product_mng,low
1052,7035,3,218,4,0,0,0,technical,low
1053,63394,5,267,4,0,1,0,hr,medium
1054,7060,4,246,10,1,0,0,management,high
1055,7066,4,139,3,0,0,0,accounting,medium
1056,63737,4,141,2,0,0,0,marketing,low
1057,7074,3,268,4,0,0,0,sales,medium
1058,7075,5,137,2,1,0,0,support,medium
1059,7079,4,168,4,1,1,0,sales,low
1060,7086,4,215,4,1,0,1,hr,medium
1061,7089,3,133,3,0,0,0,hr,low
1062,7090,4,260,4,0,0,0,technical,low
1063,64689,5,197,3,0,0,0,technical,medium
1064,7101,4,205,2,1,0,0,sales,low
1065,7108,2,139,2,0,0,0,IT,medium
1066,65273,3,233,5,0,0,0,technical,low
1067,7115,5,152,3,0,0,0,product_mng,high
1068,7117,2,149,3,0,1,0,sales,medium
1069,7120,3,153,6,0,1,0,sales,low
1070,7123,3,151,3,0,0,0,support,medium
1071,7124,3,167,2,0,0,0,sales,medium
1072,7128,3,178,6,0,0,0,support,medium
1073,7129,4,139,6,0,0,0,support,medium
1074,7130,4,242,6,0,1,0,marketing,medium
1075,7131,2,101,6,1,0,1,accounting,low
1076,7135,4,219,4,0,0,0,support,low
1077,7137,5,159,3,0,0,0,support,medium
1078,7141,4,251,3,0,0,0,accounting,medium
1079,7144,2,130,3,0,1,0,sales,low
1080,7160,5,183,6,0,0,0,technical,medium
1081,7166,5,219,2,0,0,0,management,medium
1082,7183,3,193,6,0,0,0,technical,low
1083,79966,3,152,4,0,0,0,support,low
1084,93715,6,175,5,0,0,0,sales,medium
1085,7194,5,249,3,0,0,0,marketing,medium
1086,7195,3,157,3,0,0,0,accounting,medium
1087,65689,3,244,4,0,0,0,support,low
1088,7207,5,219,6,0,1,0,sales,medium
1089,7210,6,212,4,0,1,0,technical,low
1090,65790,3,250,3,1,0,0,technical,medium
1091,7226,3,245,3,0,0,0,technical,low
1092,7234,5,259,4,0,0,0,technical,low
1093,65802,5,271,5,0,1,0,sales,low
1094,7241,4,255,4,0,0,0,product_mng,medium
1095,7242,3,207,2,0,0,0,IT,low
1096,66502,5,271,2,0,0,0,sales,low
1097,7264,5,202,4,0,0,0,product_mng,medium
1098,7265,4,263,6,0,1,0,hr,low
1099,7267,3,250,4,0,0,0,technical,low
1100,7281,6,298,4,1,1,0,technical,low
1101,7286,3,251,3,0,0,0,accounting,high
1102,7295,3,161,3,0,0,0,sales,high
1103,99106,2,132,3,0,1,0,RandD,medium
1104,7303,6,296,4,0,1,0,hr,low
1105,7309,5,139,5,0,0,0,sales,low
1106,7316,3,205,3,0,0,0,marketing,low
1107,7323,4,224,3,1,0,0,hr,high
1108,7327,3,133,7,0,0,0,sales,medium
1109,7330,3,185,4,1,0,0,marketing,low
1110,7335,4,273,5,0,1,0,sales,medium
1111,7339,6,141,2,1,0,0,IT,medium
1112,7341,6,269,4,0,1,0,technical,medium
1113,7345,5,215,2,1,0,1,marketing,low
1114,7348,4,197,2,0,0,0,sales,low
1115,7352,5,271,6,0,1,0,product_mng,low
1116,68128,5,275,5,0,1,0,marketing,medium
1117,7362,4,135,3,1,0,0,support,medium
1118,68437,5,201,6,1,0,0,IT,medium
1119,7368,2,121,3,0,1,0,technical,medium
1120,7382,2,151,3,0,1,0,sales,low
1121,7385,4,229,6,0,1,0,technical,low
1122,69297,2,150,3,0,1,0,support,high
1123,69970,3,197,2,0,0,0,support,medium
1124,7402,2,274,3,0,0,0,technical,low
1125,7406,4,167,4,0,0,0,sales,low
1126,7415,4,171,3,0,0,0,management,low
1127,7417,5,248,5,1,0,0,hr,low
1128,7419,6,159,5,0,0,0,IT,medium
1129,7422,4,242,5,0,1,0,sales,medium
1130,71411,3,230,2,0,0,0,sales,low
1131,7441,3,229,5,0,1,0,support,medium
1132,7442,4,169,2,0,0,0,accounting,medium
1133,7447,3,131,3,0,0,0,sales,low
1134,7449,2,233,6,0,0,0,sales,low
1135,7452,3,265,3,0,0,0,technical,medium
1136,7455,2,130,3,0,1,0,support,medium
1137,7456,5,150,3,0,0,0,sales,low
1138,7463,4,208,2,0,0,0,technical,medium
1139,7473,5,233,3,1,0,0,sales,medium
1140,7477,4,265,4,0,0,0,marketing,high
1141,7479,3,165,2,0,0,0,sales,low
1142,71855,4,220,2,0,0,0,marketing,low
1143,7487,3,250,4,0,0,0,sales,high
1144,73164,6,283,4,1,0,0,marketing,medium
1145,7490,3,240,2,0,0,0,accounting,low
1146,7491,3,252,2,0,0,0,technical,low
1147,7503,6,275,3,0,0,0,technical,low
1148,7504,2,193,3,0,1,0,hr,medium
1149,7507,2,128,3,0,1,0,sales,low
1150,7518,4,198,2,0,0,0,sales,high
1151,7519,6,259,2,1,0,0,sales,medium
1152,7527,5,159,3,0,0,0,accounting,low
1153,7529,4,135,6,0,0,0,sales,medium
1154,7531,6,252,4,0,1,0,technical,medium
1155,7532,3,189,3,0,0,0,product_mng,medium
1156,7534,3,102,2,0,0,0,hr,low
1157,7535,2,150,3,0,1,0,sales,low
1158,7552,3,182,3,0,0,0,sales,medium
1159,7555,3,238,3,1,0,0,management,low
1160,73515,5,248,5,0,1,0,sales,low
1161,7594,2,139,3,0,1,0,technical,low
1162,7595,4,185,2,1,0,0,sales,medium
1163,1357,6,168,7,0,0,0,sales,low
1164,7600,4,248,2,0,0,0,support,low
1165,7613,4,230,3,0,0,1,sales,medium
1166,74221,4,207,3,1,0,0,RandD,low
1167,74837,4,246,3,1,0,0,support,medium
1168,7616,2,121,3,0,1,0,sales,low
1169,7617,6,170,6,0,0,0,support,medium
1170,7623,6,218,4,1,0,0,IT,low
1171,7627,4,230,3,0,0,0,sales,medium
1172,7631,5,270,3,0,0,0,sales,low
1173,7635,6,149,3,0,0,0,sales,low
1174,7640,6,226,5,0,0,0,support,low
1175,7648,5,191,3,0,0,0,RandD,high
1176,7651,4,260,5,0,0,0,RandD,medium
1177,75075,2,238,4,1,0,0,sales,low
1178,7662,2,160,2,0,0,0,hr,low
1179,7663,3,205,3,0,0,0,sales,high
1180,7664,6,217,4,0,0,0,sales,low
1181,76275,5,144,3,0,0,0,RandD,high
1182,77128,4,177,3,0,0,0,sales,low
1183,7686,4,229,5,0,1,0,support,low
1184,7705,4,205,6,0,0,0,product_mng,medium
1185,7708,5,219,2,0,0,0,hr,low
1186,7711,4,134,7,0,0,0,sales,medium
1187,7722,4,234,3,1,0,0,support,medium
1188,77185,3,156,2,0,0,0,support,medium
1189,7727,4,181,3,0,0,0,sales,low
1190,7735,7,263,4,0,1,0,IT,medium
1191,77285,2,131,3,0,1,0,sales,medium
1192,7749,3,160,4,0,0,0,support,medium
1193,7750,4,255,3,0,0,0,accounting,high
1194,7759,5,266,3,0,0,0,support,low
1195,7760,3,218,3,0,0,0,support,medium
1196,78952,4,139,2,0,0,0,IT,low
1197,7768,5,237,3,0,0,0,marketing,low
1198,7773,2,131,3,0,1,0,support,low
1199,7775,5,251,2,0,0,0,product_mng,low
1200,7777,4,279,4,1,0,0,sales,medium
1201,7781,3,205,3,1,0,0,marketing,medium
1202,7787,4,154,2,0,0,0,support,medium
1203,7804,3,159,3,1,0,0,sales,medium
1204,7805,3,105,3,0,0,0,sales,medium
1205,7806,3,222,2,1,0,0,support,medium
1206,7821,6,129,5,0,0,0,support,low
1207,7840,4,199,4,1,0,0,technical,low
1208,7855,3,175,4,0,0,0,technical,low
1209,7856,4,265,7,0,0,0,IT,low
1210,7858,4,271,2,1,0,0,technical,low
1211,79306,3,209,2,1,0,0,sales,low
1212,80192,4,247,5,1,1,0,accounting,medium
1213,7886,5,286,4,0,0,0,sales,medium
1214,7890,2,151,3,0,1,0,sales,low
1215,80214,6,175,3,0,0,0,sales,medium
1216,7897,2,158,3,0,0,0,sales,medium
1217,7903,3,212,4,0,0,0,technical,medium
1218,7906,5,249,5,0,0,0,sales,low
1219,7914,3,162,10,0,0,0,management,high
1220,7915,2,157,3,0,1,0,product_mng,low
1221,7916,2,246,4,0,0,0,technical,low
1222,7935,3,209,3,0,0,0,technical,medium
1223,7938,4,219,4,0,0,0,technical,medium
1224,7942,3,244,3,0,0,0,product_mng,low
1225,7943,2,135,3,0,1,0,accounting,low
